"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"76000";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"76700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"77600";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"77200";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"78700";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"81500";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"80700";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Architecture, génie et métiers connexes [8]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664088975";"1.11.39.3.1.1.4.2";"82300";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"570";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"560";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"570";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"740";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"700";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"680";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"750";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"720";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089163";"1.11.47.3.1.1.4.1";"780";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"70300";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"64200";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"66700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"68500";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"74000";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"74400";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"74400";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"70500";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Agriculture, ressources naturelles et conservation [9]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089164";"1.11.47.3.1.1.4.2";"74100";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"2900";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"3330";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"3590";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"4050";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"3950";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"4130";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"4260";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"4380";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089352";"1.11.50.3.1.1.4.1";"4470";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"88400";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"85600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"85500";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"83700";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"86800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"85600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"87500";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"85200";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Santé et domaines connexes [10]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089353";"1.11.50.3.1.1.4.2";"85500";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"10";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"30";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"30";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"40";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"40";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"30";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"40";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"30";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089541";"1.11.56.3.1.1.4.1";"60";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"";"x";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"104300";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"112200";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"92400";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"88800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"88800";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"97000";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"96800";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Services personnels, de protection et de transprt [11]";"Femme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089542";"1.11.56.3.1.1.4.2";"106200";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"40";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"40";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"40";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"150";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"140";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"130";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"170";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"150";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664089728";"1.11.62.3.1.1.4.1";"190";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089729";"1.11.62.3.1.1.4.2";"60000";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089729";"1.11.62.3.1.1.4.2";"59600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089729";"1.11.62.3.1.1.4.2";"56300";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089729";"1.11.62.3.1.1.4.2";"81800";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089729";"1.11.62.3.1.1.4.2";"83700";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089729";"1.11.62.3.1.1.4.2";"89900";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Autres programmes d’enseignement [12]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664089729";"1.11.62.3.1.1.4.2";"82100";"";"";"";"0"
